acc_max,acc_kurtosis,gyro_kurtosis,lin_max,acc_skewness,gyro_skewness,post_gyro_max,post_lin_max,label
26.039918537018742,20.378162104442573,2.7824758875712914,11.131079696122551,3.8913614045630966,1.5929268156092316,7.086617599915782,10.790400250203442,fallen
25.86449999265627,14.187190037773162,5.3248643070213415,7.945561265962862,3.0221753068369845,2.376938785085529,6.325522080657407,7.719352387410398,fallen
27.524500959162943,31.85592562531724,22.891186230989817,14.454817746242838,4.849024273333979,4.283889637940433,12.888110984989488,14.368784114671993,fallen
30.64770531664789,23.608763660743733,9.287735385326757,15.228303312656513,3.9215367224288498,2.7946093953082145,11.549970736210744,14.944151274505405,fallen
26.37391706354564,14.318452821482047,15.983201711582662,10.007396342530498,3.0879748753250644,3.363557454561976,11.057636349600848,9.753058152030375,fallen
28.704253611762063,15.565459655527413,6.599114086711558,9.48575183560468,2.3246313355596566,2.5984003039446013,5.078532505714543,8.77896978578017,fallen
27.63425977505156,27.56344447888525,1.4405181567228338,10.621071686551254,4.2718283537849775,1.6480216001071255,4.538945682809327,10.39957974906014,fallen
26.770471272721192,35.36653121331249,4.4410314547019984,11.19925917253802,4.441914277910725,1.869398907705882,4.4366460945370365,10.997761441365046,fallen
22.83314006838152,12.765198050814348,3.135390697672644,8.693116685060293,2.101738737080726,2.021514294945023,3.2351886181488947,8.014399247148376,fallen
25.900857534660567,11.438871662116972,0.848702253284761,10.586821235107315,2.51134292636837,1.374345147303058,3.566192471834541,8.70882285885676,fallen
28.10141087805217,15.233825129687474,6.718597529660896,13.780156372739109,3.249706991303265,2.6680233303741017,6.598700676887435,13.70918488024926,fallen
23.90769348189953,12.337925137221353,13.48133693569998,15.35547801444565,2.0128068243840507,3.4036405726750725,10.4286865680459,15.145869740772328,fallen
20.88453980084165,24.9750887418286,0.8369860758843175,6.334698019717201,3.847900249679805,1.3408670251531412,3.165107514136864,6.1403289157811045,fallen
